"NCM","categoria","descricao","IPI","dth_inicio_vigencia","dth_fim_vigencia","uTrib","desc_uTrib","observacao"
"01012100","ANIMAIS VIVOS","01012100 - CAVALOS REPRODUTORES DE RAÇA PURA","NT","01/01/2016;"";UN","UNIDADE"
"01012900","ANIMAIS VIVOS","01012900 - OUTROS CAVALOS VIVOS","NT","01/01/2016;"";UN","UNIDADE"
"01013000","ANIMAIS VIVOS","01013000 - ASININOS VIVOS","NT","01/01/2016;"";UN","UNIDADE"
"01019000","ANIMAIS VIVOS","01019000 - OUTROS MUARES VIVOS","NT","01/01/2016;"";UN","UNIDADE"
"01022110","ANIMAIS VIVOS","01022110 - BOVINOS DOMÉST.REPROD.D/RAÇA PURA,PRENHES OU C/CRIA AO","NT","01/01/2016;"";UN","UNIDADE"
"01022190","ANIMAIS VIVOS","01022190 - OUTROS BOVINOS REPRODUTORES DE RAÇA PURA","NT","01/01/2016;"";UN","UNIDADE"
