"01.001.00","3815.12.90","01. Autopeças","1.0","Catalisadores em colmeia cerâmica ou metálica para conversão catalítica de gases de escape de veículos e outros catalisadores",\N
"01.001.00","3815.12.10 ","01. Autopeças","1.0","Catalisadores em colmeia cerâmica ou metálica para conversão catalítica de gases de escape de veículos e outros catalisadores",\N
